lat,lng,atclCfmYmd,atclNm,market_price,year,household_count,subway_line,subway_name,subway_distance,spc2,atclFetrDesc,tagList,현관구조,parking_per_household,min_floor,max_floor,direction,rooms,bath_rooms,location,atclNo
37.669152,127.05146,24.08.09.,상계주공16단지,37000,1988,2392,7호선,마들역,756.0,79.07,올수리 방세개 연금매장 공원인접 귀한전세 11월입주 가능합니다,"['25년이상', '올수리', '대단지', '방세개']",복도식,0.5,10,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 624&service=opensearch,https://fin.land.naver.com/articles/2439232287
37.665068,127.05336,24.08.05.,상계주공11단지,34000,1988,1944,7호선,마들역,226.0,68.86,정상입주 남향 올수리,"['25년이상', '올수리', '대단지', '방세개']",복도식,0.3,8,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 652&service=opensearch,https://fin.land.naver.com/articles/2438311976
37.666999,127.059377,24.07.25.,상계주공12단지,33000,1988,1739,7호선,마들역,157.0,66.56,"빠른입주가능,올수리,남향,마들역3분","['25년이상', '융자금없는', '올수리', '역세권']",복도식,0,6,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 647&service=opensearch,https://fin.land.naver.com/articles/2436583328
37.666535,127.064415,24.08.06.,보람,36000,1988,3315,7호선,마들역,650.0,68.99,28 올수리 7호선마들역10분 학군우수생활권좋아요,"['25년이상', '융자금없는', '올수리', '대단지']",복도식,0.75,9,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 639&service=opensearch,https://fin.land.naver.com/articles/2438440097
37.663635,127.060144,24.08.13.,상계주공9단지,36500,1988,2830,7호선,마들역,249.0,79.07,"올수리,정상입주,마들역세권,학세권,공원앞인기동","['25년이상', '올수리', '대단지', '방세개']",복도식,0.99,중,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 670&service=opensearch,https://fin.land.naver.com/articles/2439828637
37.626393,127.065462,24.08.15.,삼호4차,28000,1987,910,1호선,광운대역,612.0,59.49,"방3칸,올수리,융자무,남향,광운대역 및 이마트 도보이용","['25년이상', '융자금없는', '올수리', '방세개']",복도식,0.31,3,14,남향,3,1,https://map.kakao.com/?q=서울시 노원구 월계동 12&service=opensearch,https://fin.land.naver.com/articles/2440169098
37.53568,126.844927,24.08.16.,미성,36750,1987,228,2호선,까치산역,697.0,81.89,정남향 탁트인뷰  까치산역5분  주차가 이사11월 5일 저렴한전세,"['25년이상', '방세개', '화장실한개', '중층']",복도식,1,7,13,남향,3,1,https://map.kakao.com/?q=서울시 강서구 화곡동 409-248&service=opensearch,https://fin.land.naver.com/articles/2440307766
37.626394,127.064465,24.08.15.,삼호4차,29000,1987,910,1호선,광운대역,612.0,59.49,"올수리, 융자무, 남향, 광운대역 및 이마트 도보이용","['25년이상', '융자금없는', '올수리', '방세개']",복도식,0.31,12,14,남향,3,1,https://map.kakao.com/?q=서울시 노원구 월계동 12&service=opensearch,https://fin.land.naver.com/articles/2440168766
37.625212,127.063923,24.08.14.,"미륭,미성,삼호3차",25000,1986,3930,1호선,광운대역,617.0,59.22,"올수리 , 남향, 광운대역1호선단지연결, 이마트 뒷문 통행으로 이용편리","['25년이상', '융자금적은', '올수리', '역세권']",복도식,0.62,5,14,남향,3,1,https://map.kakao.com/?q=서울시 노원구 월계동 13&service=opensearch,https://fin.land.naver.com/articles/2440042388
37.624491,127.083713,24.07.22.,우성(태릉),35000,1985,432,6호선,화랑대역,556.0,66.87,특올수리 정상,"['25년이상', '융자금없는', '올수리', '방세개']",계단식,0.74,고,9,동향,3,1,https://map.kakao.com/?q=서울시 노원구 공릉동 254&service=opensearch,https://fin.land.naver.com/articles/2436002440
37.624899,127.084071,24.08.14.,우성(태릉),32000,1985,432,6호선,화랑대역,556.0,66.87,샷시 교체 올수리하여 깨끗 남향 일조량 좋아요,"['25년이상', '융자금없는', '올수리', '방세개']",계단식,0.74,5,9,남향,3,1,https://map.kakao.com/?q=서울시 노원구 공릉동 254&service=opensearch,https://fin.land.naver.com/articles/2439998680
37.624941,127.084784,24.08.09.,우성(태릉),35000,1985,432,6호선,화랑대역,556.0,66.87,샷시포함 전체 올수리해드리는 조건이며 남향 로얄층 전세입니다,"['25년이상', '올수리', '방세개', '화장실한개']",계단식,0.74,고,9,남향,3,1,https://map.kakao.com/?q=서울시 노원구 공릉동 254&service=opensearch,https://fin.land.naver.com/articles/2439204509
37.571888,126.82347,24.08.04.,신안(327-53),28000,1984,234,9호선,마곡나루역,770.0,69.93,올수리되어 아주 깨끗합니다,"['25년이상', '올수리', '방세개', '화장실한개']",계단식,0,2,3,남향,3,1,https://map.kakao.com/?q=서울시 강서구 마곡동 327-53&service=opensearch,https://fin.land.naver.com/articles/2438132021
37.514026,126.925843,24.07.26.,전철,32000,1976,164,신림,대방역,226.0,71.73,"리모델링 되어 있는 3룸, 거실 넓은 아파트 전세","['25년이상', '융자금없는', '역세권']",계단식,0.18,5,5,남향,3,1,https://map.kakao.com/?q=서울시 영등포구 신길동 1343&service=opensearch,https://fin.land.naver.com/articles/2436830646
